,City,FlightNumber,FlightStatus,OriginAirport,ScheduledTime,AirLine
1561,EDDS,NH 5866,Arrived,Manchester,2022-06-08 13:50+02:00,ANA
1562,EDDS,NH 5874,Arrived,Marseille,2022-06-08 13:00+02:00,ANA
1563,EDDS,NJE 706W,Arrived,London,2022-06-08 13:27+02:00,NJE
1564,EDDS,NJE 761L,Arrived,Unknown,2022-06-08 13:23+02:00,NJE
1565,EDDS,OM 137,Arrived,Moscow,2022-06-08 13:00+02:00,Miat - Mongolian
1566,EDDS,OS 7366,Arrived,Manchester,2022-06-08 13:50+02:00,Austrian
1567,EDDS,PC 993,Arrived,Istanbul,2022-06-08 13:50+02:00,Pegasus
1568,EDDS,QF 8045,Arrived,Dubai City,2022-06-08 13:15+02:00,Qantas
1569,EDDS,QY 6717,Arrived,London,2022-06-08 13:32+02:00,EAT Leipzig
1570,EDDS,SK 3585,CanceledUncertain,Marseille,2022-06-08 13:00+02:00,SAS
1571,EDDS,SK 3643,Arrived,Copenhagen,2022-06-08 13:25+02:00,SAS
1572,EDDS,SK 3707,CanceledUncertain,Sofia,2022-06-08 13:10+02:00,SAS
1573,EDDS,TG 7621,Arrived,Hamburg,2022-06-08 13:10+02:00,Thai Airways International
1574,EDDS,TG 7627,Arrived,Munich,2022-06-08 13:00+02:00,Thai Airways International
1575,EDDS,TK 1591,Arrived,Istanbul,2022-06-08 13:50+02:00,Turkish
1576,EDDS,UA 6900,Arrived,Istanbul,2022-06-08 13:50+02:00,United
1577,EDDS,UA 9075,Arrived,Marseille,2022-06-08 13:00+02:00,United
1578,EDDS,UA 9125,Arrived,Sofia,2022-06-08 13:10+02:00,United
1579,EDDS,UA 9467,Arrived,Copenhagen,2022-06-08 13:25+02:00,United
1580,EDDS,UA 9549,Arrived,Manchester,2022-06-08 13:50+02:00,United
1581,EDDS,UA 9572,Canceled,Milan,2022-06-08 13:55+02:00,United
1582,EDDS,X3 4605,Arrived,Kos Island,2022-06-08 13:50+02:00,TUIfly
1583,EDDS,X3 816P,Arrived,Duesseldorf,2022-06-08 13:14+02:00,TUIfly
1584,EDDS,XQ 970,Arrived,İzmir,2022-06-08 13:55+02:00,SunExpress
1585,EDDS,AC 2847,Arrived,Cairo,2022-06-08 14:10+02:00,Air Canada
1586,EDDS,AC 9050,Arrived,Berlin,2022-06-08 14:55+02:00,Air Canada
1587,EDDS,AH 2070,Arrived,Algiers,2022-06-08 14:15+02:00,Air Algerie
1588,EDDS,EN 273,Canceled,Milan,2022-06-08 13:55+02:00,Air Dolomiti
1589,EDDS,EK 45,Arrived,Dubai City,2022-06-08 13:15+02:00,Emirates
1590,EDDS,LH 827,Arrived,Copenhagen,2022-06-08 13:25+02:00,Lufthansa
1591,EDDS,DE 2081,Arrived,Los Angeles,2022-06-08 14:40+02:00,Condor
1592,EDDS,KE 8909,Arrived,Seoul,2022-06-08 14:11+02:00,Korean Air
1593,EDDS,LH 1127,Arrived,Barcelona,2022-06-08 14:55+02:00,Lufthansa
1594,EDDS,LH 1545,Arrived,Sarajevo,2022-06-08 14:15+02:00,Lufthansa
1595,EDDS,LH 189,Arrived,Berlin,2022-06-08 14:55+02:00,Lufthansa
1596,EDDS,LH 433,Arrived,Chicago,2022-06-08 14:10+02:00,Lufthansa
1597,EDDS,LH 451,Arrived,Los Angeles,2022-06-08 14:45+02:00,Lufthansa
1598,EDDS,LH 499,Arrived,Mexico City,2022-06-08 14:50+02:00,Lufthansa
1599,EDDS,LH 7175,Arrived,Cairo,2022-06-08 14:10+02:00,Lufthansa
1600,EDDS,LH 875,Arrived,Bergen,2022-06-08 14:50+02:00,Lufthansa
1601,EDDS,LH 905,Arrived,London,2022-06-08 14:05+02:00,Lufthansa
1602,EDDS,LX 4019,Arrived,Mexico City,2022-06-08 14:50+02:00,SWISS
1603,EDDS,MS 785,Arrived,Cairo,2022-06-08 14:10+02:00,EgyptAir
1604,EDDS,NZ 4203,Arrived,Los Angeles,2022-06-08 14:45+02:00,Air New Zealand
1605,EDDS,OCN 17K,Unknown,Las Vegas,2022-06-08 14:21+02:00,OCN
1606,EDDS,SM 8785,Arrived,Cairo,2022-06-08 14:10+02:00,Air Cairo
1607,EDDS,SN 7245,Arrived,Los Angeles,2022-06-08 14:45+02:00,Brussels
1608,EDDS,TP 7018,Arrived,Cairo,2022-06-08 14:10+02:00,TAP Air Portugal
1609,EDDS,UA 7719,Arrived,Cairo,2022-06-08 14:10+02:00,United
1610,EDDS,UA 8835,Arrived,Chicago,2022-06-08 14:10+02:00,United
1611,EDDS,UA 8900,Arrived,Los Angeles,2022-06-08 14:45+02:00,United
1612,EDDS,UA 9130,Arrived,Bergen,2022-06-08 14:50+02:00,United
1613,EDDS,4Y 55,Arrived,Las Vegas,2022-06-08 15:40+02:00,Airbus Transport International
1614,EDDS,A3 1405,Arrived,Stockholm,2022-06-08 15:10+02:00,Aegean
1615,EDDS,A3 1435,Arrived,Brussels,2022-06-08 15:40+02:00,Aegean
1616,EDDS,A3 1441,Arrived,Paris,2022-06-08 15:35+02:00,Aegean
1617,EDDS,A3 1467,Arrived,Helsinki,2022-06-08 15:05+02:00,Aegean
1618,EDDS,A3 1483,Arrived,Oslo,2022-06-08 15:10+02:00,Aegean
1619,EDDS,A3 1489,Arrived,Riga,2022-06-08 15:05+02:00,Aegean
1620,EDDS,A3 1495,Arrived,Vilnius,2022-06-08 15:15+02:00,Aegean
1621,EDDS,A3 1529,Arrived,Hanover,2022-06-08 15:15+02:00,Aegean
1622,EDDS,A3 1583,Arrived,Berlin,2022-06-08 15:55+02:00,Aegean
1623,EDDS,A3 1831,Arrived,Athens,2022-06-08 15:55+02:00,Aegean
1624,EDDS,AC 7363,Canceled,Verona,2022-06-08 15:30+02:00,Air Canada
1625,EDDS,AC 7369,Canceled,Torino,2022-06-08 15:30+02:00,Air Canada
1626,EDDS,AC 7379,Arrived,Linz,2022-06-08 15:40+02:00,Air Canada
1627,EDDS,AC 9025,Arrived,Zurich,2022-06-08 15:40+02:00,Air Canada
1628,EDDS,AC 9106,Arrived,Geneva,2022-06-08 15:15+02:00,Air Canada
1629,EDDS,AC 9108,Arrived,Hanover,2022-06-08 15:15+02:00,Air Canada
1630,EDDS,AC 9150,Arrived,Oslo,2022-06-08 15:10+02:00,Air Canada
1631,EDDS,AC 9154,Arrived,Stockholm,2022-06-08 15:10+02:00,Air Canada
1632,EDDS,AC 9163,Arrived,Bucharest,2022-06-08 15:15+02:00,Air Canada
1633,EDDS,AC 9177,Arrived,Madrid,2022-06-08 15:25+02:00,Air Canada
1634,EDDS,AC 9211,Arrived,Munich,2022-06-08 15:00+02:00,Air Canada
1635,EDDS,AC 9228,Arrived,Hamburg,2022-06-08 15:10+02:00,Air Canada
1636,EDDS,AC 9252,Arrived,Helsinki,2022-06-08 15:05+02:00,Air Canada
1637,EDDS,AC 9267,Arrived,Porto,2022-06-08 15:45+02:00,Air Canada
1638,EDDS,AC 9289,Arrived,Prague,2022-06-08 15:20+02:00,Air Canada
1639,EDDS,QR 67,Arrived,Doha,2022-06-08 14:15+02:00,Qatar Airways
1640,EDDS,OS 7322,Arrived,Mexico City,2022-06-08 14:50+02:00,Austrian
1641,EDDS,OS 7318,Arrived,Los Angeles,2022-06-08 14:45+02:00,Austrian
1642,EDDS,AC 9295,Arrived,Vienna,2022-06-08 15:35+02:00,Air Canada
1643,EDDS,AC 9303,Arrived,Rome,2022-06-08 15:20+02:00,Air Canada
1644,EDDS,AC 9305,Canceled,Milan,2022-06-08 15:55+02:00,Air Canada
1645,EDDS,AC 9360,Arrived,Brussels,2022-06-08 15:40+02:00,Air Canada
1646,EDDS,AC 9365,Arrived,Riga,2022-06-08 15:05+02:00,Air Canada
1647,EDDS,AC 9367,Arrived,Bâle/Mulhouse,2022-06-08 15:05+02:00,Air Canada
1648,EDDS,AC 9381,Arrived,Palma De Mallorca,2022-06-08 15:35+02:00,Air Canada
1649,EDDS,AC 9387,Arrived,Stuttgart,2022-06-08 15:20+02:00,Air Canada
1650,EDDS,AC 9393,Arrived,Athens,2022-06-08 15:55+02:00,Air Canada
1651,EDDS,AC 9479,Arrived,Nuremberg,2022-06-08 15:15+02:00,Air Canada
1652,EDDS,AC 9504,Arrived,Luqa,2022-06-08 15:25+02:00,Air Canada
1653,EDDS,AC 9527,Arrived,Salzburg,2022-06-08 15:30+02:00,Air Canada
1654,EDDS,AC 9534,Arrived,Tunis,2022-06-08 15:30+02:00,Air Canada
1655,EDDS,AC 9537,Arrived,Berlin,2022-06-08 15:55+02:00,Air Canada
1656,EDDS,AC 9572,Arrived,Vilnius,2022-06-08 15:15+02:00,Air Canada
1657,EDDS,AC 9579,Arrived,Nápoli,2022-06-08 15:15+02:00,Air Canada
1658,EDDS,AC 9604,Arrived,Birmingham,2022-06-08 15:40+02:00,Air Canada
1659,EDDS,AC 9624,Arrived,Luxembourg,2022-06-08 15:05+02:00,Air Canada
1660,EDDS,AC 9628,Arrived,Valencia,2022-06-08 15:15+02:00,Air Canada
1661,EDDS,AC 9687,Arrived,Duesseldorf,2022-06-08 15:30+02:00,Air Canada
1662,EDDS,AV 6502,Arrived,Bogotá,2022-06-08 15:20+02:00,SA AVIANCA
1663,EDDS,AV 6518,Arrived,Madrid,2022-06-08 15:25+02:00,SA AVIANCA
1664,EDDS,CA 583,Arrived,Beijing,2022-06-08 15:54+02:00,Air China LTD
1665,EDDS,CAO 583,Arrived,Beijing,2022-06-08 15:54+02:00,CAO
1666,EDDS,DE 2115,Arrived,Cancún,2022-06-08 15:05+02:00,Condor
1667,EDDS,DE 2199,Arrived,Varadero,2022-06-08 15:05+02:00,Condor
1668,EDDS,EN 8043,Arrived,Linz,2022-06-08 15:40+02:00,Air Dolomiti
1669,EDDS,EN 8053,Arrived,Innsbruck,2022-06-08 15:40+02:00,Air Dolomiti
1670,EDDS,EN 8827,Canceled,Verona,2022-06-08 15:30+02:00,Air Dolomiti
1671,EDDS,EN 8845,Canceled,Torino,2022-06-08 15:30+02:00,Air Dolomiti
1672,EDDS,ET 1594,Arrived,Bucharest,2022-06-08 15:15+02:00,ET
1673,EDDS,EY 4163,Arrived,Bogotá,2022-06-08 15:20+02:00,Etihad Airways
1674,EDDS,KM 2800,Arrived,Luqa,2022-06-08 15:25+02:00,Air Malta
1675,EDDS,LA 8692,Arrived,Vienna,2022-06-08 15:35+02:00,LATAM
1676,EDDS,LG 1400,Arrived,Stockholm,2022-06-08 15:10+02:00,Luxair
1677,EDDS,LG 1482,Arrived,Prague,2022-06-08 15:20+02:00,Luxair
1678,EDDS,LG 1516,Arrived,Porto,2022-06-08 15:45+02:00,Luxair
1679,EDDS,LG 1532,Arrived,Athens,2022-06-08 15:55+02:00,Luxair
1680,EDDS,LG 1905,Arrived,Luxembourg,2022-06-08 15:05+02:00,Luxair
1681,EDDS,LH 1013,Arrived,Brussels,2022-06-08 15:40+02:00,Lufthansa
1682,EDDS,LH 1035,Arrived,Paris,2022-06-08 15:35+02:00,Lufthansa
1683,EDDS,LH 109,Arrived,Munich,2022-06-08 15:00+02:00,Lufthansa
1684,EDDS,LH 1105,Arrived,Salzburg,2022-06-08 15:30+02:00,Lufthansa
1685,EDDS,LH 1113,Arrived,Madrid,2022-06-08 15:25+02:00,Lufthansa
1686,EDDS,LH 1153,Arrived,Palma De Mallorca,2022-06-08 15:35+02:00,Lufthansa
1687,EDDS,LH 1161,Arrived,Valencia,2022-06-08 15:15+02:00,Lufthansa
1688,EDDS,LH 1177,Arrived,Porto,2022-06-08 15:45+02:00,Lufthansa
1689,EDDS,LH 1191,Arrived,Zurich,2022-06-08 15:40+02:00,Lufthansa
1690,EDDS,LH 1205,Arrived,Bâle/Mulhouse,2022-06-08 15:05+02:00,Lufthansa
1691,EDDS,LH 1217,Arrived,Geneva,2022-06-08 15:15+02:00,Lufthansa
1692,EDDS,LH 1239,Arrived,Vienna,2022-06-08 15:35+02:00,Lufthansa
1693,EDDS,LH 1277,Arrived,Luqa,2022-06-08 15:25+02:00,Lufthansa
1694,EDDS,LH 1279,Arrived,Athens,2022-06-08 15:55+02:00,Lufthansa
1695,EDDS,LH 1323,Arrived,Tunis,2022-06-08 15:30+02:00,Lufthansa
1696,EDDS,LH 135,Arrived,Stuttgart,2022-06-08 15:20+02:00,Lufthansa
1697,EDDS,LH 1397,Arrived,Prague,2022-06-08 15:20+02:00,Lufthansa
1698,EDDS,LH 1419,Arrived,Bucharest,2022-06-08 15:15+02:00,Lufthansa
1699,EDDS,LH 1463,Arrived,Ljubljana,2022-06-08 15:20+02:00,Lufthansa
1700,EDDS,LH 149,Arrived,Nuremberg,2022-06-08 15:15+02:00,Lufthansa
1701,EDDS,LH 191,Arrived,Berlin,2022-06-08 15:55+02:00,Lufthansa
1702,EDDS,LH 21,Arrived,Hamburg,2022-06-08 15:10+02:00,Lufthansa
1703,EDDS,LH 233,Arrived,Rome,2022-06-08 15:20+02:00,Lufthansa
1704,EDDS,LH 253,Canceled,Milan,2022-06-08 15:55+02:00,Lufthansa
1705,EDDS,LH 335,Arrived,Nápoli,2022-06-08 15:15+02:00,Lufthansa
1706,EDDS,LH 395,Arrived,Luxembourg,2022-06-08 15:05+02:00,Lufthansa
1707,EDDS,LH 519,Arrived,San José,2022-06-08 15:05+02:00,Lufthansa
1708,EDDS,LH 543,Arrived,Bogotá,2022-06-08 15:20+02:00,Lufthansa
1709,EDDS,LH 57,Arrived,Hanover,2022-06-08 15:15+02:00,Lufthansa
1710,EDDS,LH 6915,Arrived,Innsbruck,2022-06-08 15:40+02:00,Lufthansa
1711,EDDS,LH 6933,Arrived,Linz,2022-06-08 15:40+02:00,Lufthansa
1712,EDDS,LH 803,Arrived,Stockholm,2022-06-08 15:10+02:00,Lufthansa
1713,EDDS,LH 81,Arrived,Duesseldorf,2022-06-08 15:30+02:00,Lufthansa
1714,EDDS,LH 849,Arrived,Helsinki,2022-06-08 15:05+02:00,Lufthansa
1715,EDDS,LH 861,Arrived,Oslo,2022-06-08 15:10+02:00,Lufthansa
1716,EDDS,LH 881,Arrived,Tallinn,2022-06-08 15:05+02:00,Lufthansa
1717,EDDS,LH 887,Arrived,Vilnius,2022-06-08 15:15+02:00,Lufthansa
1718,EDDS,LH 891,Arrived,Riga,2022-06-08 15:05+02:00,Lufthansa
1719,EDDS,LH 9507,Canceled,Verona,2022-06-08 15:30+02:00,Lufthansa
1720,EDDS,LH 9523,Canceled,Torino,2022-06-08 15:30+02:00,Lufthansa
1721,EDDS,LH 955,Arrived,Birmingham,2022-06-08 15:40+02:00,Lufthansa
1722,EDDS,LH 961,Arrived,Glasgow,2022-06-08 15:50+02:00,Lufthansa
1723,EDDS,LH 963,Arrived,Edinburgh,2022-06-08 15:40+02:00,Lufthansa
1724,EDDS,LH 979,Arrived,Dublin,2022-06-08 15:25+02:00,Lufthansa
1725,EDDS,LO 4732,Arrived,Edinburgh,2022-06-08 15:40+02:00,LOT - Polish
1726,EDDS,LX 3604,Arrived,Zurich,2022-06-08 15:40+02:00,SWISS
1727,EDDS,LX 3666,Arrived,Geneva,2022-06-08 15:15+02:00,SWISS
1728,EDDS,LX 3809,Arrived,Nápoli,2022-06-08 15:15+02:00,SWISS
1729,EDDS,LX 3914,Arrived,Bâle/Mulhouse,2022-06-08 15:05+02:00,SWISS
1730,EDDS,LX 4031,Arrived,Bogotá,2022-06-08 15:20+02:00,SWISS
1731,EDDS,NH 5457,Arrived,Dublin,2022-06-08 15:25+02:00,ANA
1732,EDDS,NH 5860,Arrived,Valencia,2022-06-08 15:15+02:00,ANA
1733,EDDS,NH 5868,Arrived,Birmingham,2022-06-08 15:40+02:00,ANA
1734,EDDS,NH 5878,Arrived,Nápoli,2022-06-08 15:15+02:00,ANA
1735,EDDS,NH 5880,Arrived,Vienna,2022-06-08 15:35+02:00,ANA
1736,EDDS,NH 5894,Canceled,Milan,2022-06-08 15:55+02:00,ANA
1737,EDDS,NH 6057,Arrived,Riga,2022-06-08 15:05+02:00,ANA
1738,EDDS,NH 6067,Arrived,Tallinn,2022-06-08 15:05+02:00,ANA
1739,EDDS,NH 6090,Arrived,Stuttgart,2022-06-08 15:20+02:00,ANA
1740,EDDS,NH 6108,Arrived,Bâle/Mulhouse,2022-06-08 15:05+02:00,ANA
1741,EDDS,NH 6114,Arrived,Madrid,2022-06-08 15:25+02:00,ANA
1742,EDDS,NH 6116,Arrived,Athens,2022-06-08 15:55+02:00,ANA
1743,EDDS,NH 6124,Arrived,Vilnius,2022-06-08 15:15+02:00,ANA
1744,EDDS,NH 6167,Arrived,Porto,2022-06-08 15:45+02:00,ANA
1745,EDDS,NH 6172,Arrived,Helsinki,2022-06-08 15:05+02:00,ANA
1746,EDDS,NH 6198,Arrived,Prague,2022-06-08 15:20+02:00,ANA
1747,EDDS,NH 6866,Canceled,Verona,2022-06-08 15:30+02:00,ANA
1748,EDDS,NH 6877,Canceled,Torino,2022-06-08 15:30+02:00,ANA
1749,EDDS,NH 6883,Arrived,Linz,2022-06-08 15:40+02:00,ANA
1750,EDDS,NH 7877,Arrived,Luxembourg,2022-06-08 15:05+02:00,ANA
1751,EDDS,OCN 17K,Arrived,Las Vegas,2022-06-08 15:20+02:00,OCN
1752,EDDS,OS 7205,Arrived,Vienna,2022-06-08 15:35+02:00,Austrian
1753,EDDS,OS 7251,Arrived,Salzburg,2022-06-08 15:30+02:00,Austrian
1754,EDDS,OS 7332,Arrived,Edinburgh,2022-06-08 15:40+02:00,Austrian
1755,EDDS,OS 7410,Arrived,Tallinn,2022-06-08 15:05+02:00,Austrian
1756,EDDS,OS 7434,Arrived,Helsinki,2022-06-08 15:05+02:00,Austrian
1757,EDDS,OS 7458,Arrived,Madrid,2022-06-08 15:25+02:00,Austrian
1758,EDDS,OS 7474,Arrived,Dublin,2022-06-08 15:25+02:00,Austrian
1759,EDDS,OU 5417,Arrived,Duesseldorf,2022-06-08 15:30+02:00,Croatia
1760,EDDS,OU 5469,Arrived,Berlin,2022-06-08 15:55+02:00,Croatia
1761,EDDS,SK 3609,Arrived,Oslo,2022-06-08 15:10+02:00,SAS
1762,EDDS,SK 3613,Arrived,Stockholm,2022-06-08 15:10+02:00,SAS
1763,EDDS,SN 7005,Arrived,Brussels,2022-06-08 15:40+02:00,Brussels
1764,EDDS,SN 7092,Arrived,Vilnius,2022-06-08 15:15+02:00,Brussels
1765,EDDS,SN 7102,Arrived,Helsinki,2022-06-08 15:05+02:00,Brussels
1766,EDDS,SN 7184,Arrived,Nápoli,2022-06-08 15:15+02:00,Brussels
1767,EDDS,SQ 2191,Arrived,Bucharest,2022-06-08 15:15+02:00,Singapore
1768,EDDS,SQ 2193,Arrived,Tallinn,2022-06-08 15:05+02:00,Singapore
1769,EDDS,TP 6681,Arrived,Porto,2022-06-08 15:45+02:00,TAP Air Portugal
1770,EDDS,NH 6042,Arrived,Hanover,2022-06-08 15:15+02:00,ANA
1771,EDDS,NH 6038,Arrived,Nuremberg,2022-06-08 15:15+02:00,ANA
1772,EDDS,NH 6019,Arrived,Paris,2022-06-08 15:35+02:00,ANA
1773,EDDS,TP 7591,Arrived,Birmingham,2022-06-08 15:40+02:00,TAP Air Portugal
1774,EDDS,TP 7635,Arrived,Edinburgh,2022-06-08 15:40+02:00,TAP Air Portugal
1775,EDDS,TP 7797,Arrived,Vienna,2022-06-08 15:35+02:00,TAP Air Portugal
1776,EDDS,TP 7953,Arrived,Athens,2022-06-08 15:55+02:00,TAP Air Portugal
1777,EDDS,UA 8731,Arrived,Nápoli,2022-06-08 15:15+02:00,United
1778,EDDS,UA 8771,Arrived,Nuremberg,2022-06-08 15:15+02:00,United
1779,EDDS,UA 8781,Arrived,Stuttgart,2022-06-08 15:20+02:00,United
1780,EDDS,UA 8913,Arrived,Brussels,2022-06-08 15:40+02:00,United
1781,EDDS,UA 8923,Arrived,Duesseldorf,2022-06-08 15:30+02:00,United
1782,EDDS,UA 8925,Arrived,Rome,2022-06-08 15:20+02:00,United
1783,EDDS,UA 8967,Arrived,Palma De Mallorca,2022-06-08 15:35+02:00,United
1784,EDDS,UA 8983,Arrived,Hanover,2022-06-08 15:15+02:00,United
1785,EDDS,UA 9014,Arrived,Porto,2022-06-08 15:45+02:00,United
1786,EDDS,UA 9017,Arrived,Stockholm,2022-06-08 15:10+02:00,United
1787,EDDS,UA 9041,Arrived,Geneva,2022-06-08 15:15+02:00,United
1788,EDDS,UA 9049,Arrived,Helsinki,2022-06-08 15:05+02:00,United
1789,EDDS,UA 9129,Arrived,Luqa,2022-06-08 15:25+02:00,United
1790,EDDS,UA 9142,Arrived,Zurich,2022-06-08 15:40+02:00,United
1791,EDDS,UA 9145,Arrived,Oslo,2022-06-08 15:10+02:00,United
1792,EDDS,UA 9152,Arrived,Tallinn,2022-06-08 15:05+02:00,United
1793,EDDS,UA 9167,Arrived,Bucharest,2022-06-08 15:15+02:00,United
1794,EDDS,UA 9215,Arrived,Berlin,2022-06-08 15:55+02:00,United
1795,EDDS,UA 9227,Arrived,Bâle/Mulhouse,2022-06-08 15:05+02:00,United
1796,EDDS,UA 926,Arrived,San Francisco,2022-06-08 15:15+02:00,United
1797,EDDS,UA 9312,Arrived,Athens,2022-06-08 15:55+02:00,United
1798,EDDS,UA 9316,Arrived,Prague,2022-06-08 15:20+02:00,United
1799,EDDS,UA 9323,Arrived,Paris,2022-06-08 15:35+02:00,United
1800,EDDS,UA 9343,Arrived,Riga,2022-06-08 15:05+02:00,United
1801,EDDS,UA 9349,Arrived,Madrid,2022-06-08 15:25+02:00,United
1802,EDDS,UA 9407,Arrived,Vienna,2022-06-08 15:35+02:00,United
1803,EDDS,UA 9452,Arrived,Valencia,2022-06-08 15:15+02:00,United
1804,EDDS,UA 9464,Canceled,Milan,2022-06-08 15:55+02:00,United
1805,EDDS,UA 9538,Arrived,Luxembourg,2022-06-08 15:05+02:00,United
1806,EDDS,UA 9569,Arrived,Birmingham,2022-06-08 15:40+02:00,United
1807,EDDS,UA 9584,Arrived,Vilnius,2022-06-08 15:15+02:00,United
1808,EDDS,A3 1401,Arrived,Amsterdam,2022-06-08 16:00+02:00,Aegean
1809,EDDS,A3 1419,Arrived,Copenhagen,2022-06-08 16:25+02:00,Aegean
1810,EDDS,A3 1429,Arrived,Dresden,2022-06-08 16:20+02:00,Aegean
1811,EDDS,A3 1464,Arrived,Leipzig,2022-06-08 16:15+02:00,Aegean
1812,EDDS,A3 1497,Arrived,Warsaw,2022-06-08 16:15+02:00,Aegean
1813,EDDS,A3 1561,Arrived,Hamburg,2022-06-08 16:10+02:00,Aegean
1814,EDDS,A3 1620,Arrived,London,2022-06-08 16:05+02:00,Aegean
1815,EDDS,AC 7373,Canceled,Firenze,2022-06-08 16:15+02:00,Air Canada
1816,EDDS,AC 9052,Arrived,Amsterdam,2022-06-08 16:00+02:00,Air Canada
1817,EDDS,AC 9089,Arrived,Lisbon,2022-06-08 16:05+02:00,Air Canada
1818,EDDS,AC 9169,Arrived,Barcelona,2022-06-08 16:05+02:00,Air Canada
1819,EDDS,AC 9196,Arrived,Algiers,2022-06-08 16:00+02:00,Air Canada
1820,EDDS,AC 9215,Arrived,Munich,2022-06-08 16:00+02:00,Air Canada
1821,EDDS,AC 9248,Arrived,Venice,2022-06-08 16:05+02:00,Air Canada
1822,EDDS,AC 9270,Arrived,Istanbul,2022-06-08 16:00+02:00,Air Canada
1823,EDDS,AC 9331,Arrived,Zagreb,2022-06-08 16:10+02:00,Air Canada
1824,EDDS,AC 9553,Arrived,Kraków,2022-06-08 16:00+02:00,Air Canada
1825,EDDS,AC 9556,Arrived,Wrocław,2022-06-08 16:00+02:00,Air Canada
1826,EDDS,BA 908,Arrived,London,2022-06-08 16:30+02:00,British Airways
1827,EDDS,DE 1407,Arrived,"Sta Cruz de la Palma, La Palma Island",2022-06-08 16:30+02:00,Condor
1828,EDDS,EN 8855,Canceled,Firenze,2022-06-08 16:15+02:00,Air Dolomiti
1829,EDDS,ET 1588,Arrived,Lyon,2022-06-08 16:10+02:00,ET
1830,EDDS,ET 1620,Arrived,Warsaw,2022-06-08 16:15+02:00,ET
1831,EDDS,GS 7987,Arrived,Unknown,2022-06-08 16:24+02:00,Tianjin
1832,EDDS,JJ 8070,Arrived,São Paulo,2022-06-08 16:10+02:00,LATAM  Brasil
1833,EDDS,LA 8070,Arrived,São Paulo,2022-06-08 16:40+02:00,LATAM
1834,EDDS,LA 8681,Arrived,Copenhagen,2022-06-08 16:25+02:00,LATAM
1835,EDDS,LG 1496,Arrived,Warsaw,2022-06-08 16:15+02:00,Luxair
1836,EDDS,LG 1520,Arrived,Venice,2022-06-08 16:05+02:00,Luxair
1837,EDDS,LH 1061,Arrived,Nice,2022-06-08 16:15+02:00,Lufthansa
1838,EDDS,LH 1077,Arrived,Lyon,2022-06-08 16:10+02:00,Lufthansa
1839,EDDS,LH 111,Arrived,Munich,2022-06-08 16:00+02:00,Lufthansa
1840,EDDS,LH 1131,Arrived,Barcelona,2022-06-08 16:05+02:00,Lufthansa
1841,EDDS,LH 1143,Arrived,Bilbao,2022-06-08 16:25+02:00,Lufthansa
1842,EDDS,LH 1149,Arrived,Málaga,2022-06-08 16:00+02:00,Lufthansa
1843,EDDS,LH 1167,Arrived,Lisbon,2022-06-08 16:05+02:00,Lufthansa
1844,EDDS,LH 1263,Arrived,Graz,2022-06-08 16:15+02:00,Lufthansa
1845,EDDS,LH 1299,Arrived,Istanbul,2022-06-08 16:00+02:00,Lufthansa
1846,EDDS,LH 1317,Arrived,Algiers,2022-06-08 16:00+02:00,Lufthansa
1847,EDDS,LH 1339,Arrived,Budapest,2022-06-08 16:15+02:00,Lufthansa
1848,EDDS,LH 1349,Arrived,Warsaw,2022-06-08 16:15+02:00,Lufthansa
1849,EDDS,LH 1367,Arrived,Kraków,2022-06-08 16:00+02:00,Lufthansa
1850,EDDS,LH 1373,Arrived,Wrocław,2022-06-08 16:00+02:00,Lufthansa
1851,EDDS,LH 1377,Arrived,Gdańsk,2022-06-08 16:15+02:00,Lufthansa
1852,EDDS,LH 1391,Arrived,Poznań,2022-06-08 16:15+02:00,Lufthansa
1853,EDDS,LH 1407,Arrived,Belgrade,2022-06-08 16:10+02:00,Lufthansa
1854,EDDS,LH 1415,Arrived,Zagreb,2022-06-08 16:10+02:00,Lufthansa
1855,EDDS,LH 163,Arrived,Leipzig,2022-06-08 16:15+02:00,Lufthansa
1856,EDDS,LH 215,Arrived,Dresden,2022-06-08 16:20+02:00,Lufthansa
1857,EDDS,LH 225,Arrived,Trieste,2022-06-08 16:00+02:00,Lufthansa
1858,EDDS,LH 23,Arrived,Hamburg,2022-06-08 16:10+02:00,Lufthansa
1859,EDDS,LH 235,Arrived,Rome,2022-06-08 16:45+02:00,Lufthansa
1860,EDDS,LH 327,Arrived,Venice,2022-06-08 16:05+02:00,Lufthansa
1861,EDDS,LH 345,Arrived,Sármellék,2022-06-08 16:00+02:00,Lufthansa
1862,EDDS,LH 6005,Arrived,Split,2022-06-08 16:35+02:00,Lufthansa
1863,EDDS,LH 6339,Arrived,Vienna,2022-06-08 16:40+02:00,Lufthansa
1864,EDDS,LH 829,Arrived,Copenhagen,2022-06-08 16:25+02:00,Lufthansa
1865,EDDS,LH 907,Arrived,London,2022-06-08 16:05+02:00,Lufthansa
1866,EDDS,LH 9499,Canceled,Firenze,2022-06-08 16:15+02:00,Lufthansa
1867,EDDS,LH 993,Arrived,Amsterdam,2022-06-08 16:00+02:00,Lufthansa
1868,EDDS,LO 5393,Arrived,Wrocław,2022-06-08 16:00+02:00,LOT - Polish
1869,EDDS,LO 5509,Arrived,Kraków,2022-06-08 16:00+02:00,LOT - Polish
1870,EDDS,LO 5513,Arrived,Poznań,2022-06-08 16:15+02:00,LOT - Polish
